"year","age","sero","Species"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,2,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,2,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,1,1,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,3,1,"Bovine"
2017,1,0,"Bovine"
2017,4,1,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,1,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,1,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,1,"Bovine"
2017,4,1,"Bovine"
2017,4,1,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,1,"Bovine"
2017,2,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,5,0,"Bovine"
2017,9,1,"Bovine"
2017,8,1,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,2,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,2,0,"Bovine"
2017,4,1,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,4,0,"Bovine"
2017,4,1,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,4,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,0,"Bovine"
2017,3,1,"Bovine"
2017,3,0,"Bovine"
2017,4,1,"Bovine"
2017,3,1,"Bovine"
2017,4,1,"Bovine"
2017,1,0,"Bovine"
2017,4,0,"Bovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,4,1,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,3,1,"Ovine"
2017,1,0,"Ovine"
2017,2,1,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,2,1,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,3,1,"Ovine"
2017,3,1,"Ovine"
2017,3,1,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,3,1,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,4,1,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,4,1,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,4,1,"Ovine"
2017,1,1,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,4,1,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,1,0,"Ovine"
2017,1,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,2,0,"Ovine"
2017,4,0,"Ovine"
2017,4,1,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,4,0,"Ovine"
2017,3,0,"Ovine"
2017,3,0,"Ovine"
2017,2,0,"Ovine"
2017,3,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,4,0,"Ovine"
2017,1,0,"Ovine"
2017,1,0,"Ovine"
2017,2,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,2,1,"Caprine"
2017,3,1,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,4,1,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,4,1,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,1,"Caprine"
2017,4,0,"Caprine"
2017,4,1,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,1,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,1,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,2,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,3,0,"Caprine"
2017,2,1,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,1,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,2,1,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,1,1,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
2017,4,0,"Caprine"
2017,4,0,"Caprine"
2017,2,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,1,0,"Caprine"
2017,4,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,1,0,"Caprine"
2017,2,0,"Caprine"
2017,3,0,"Caprine"
